"","n1","n2","n3","n4","n5","others","p1","p2","p3","p4","p5","sum"
"8379",3,4,1,6,5,11,0.533,0.916,0.967,1,1,173
"8380",4,2,2,6,5,11,0.652,0.863,0.956,1,1,173
"8381",5,0,3,6,5,11,0.758,0.801,0.958,1,1,173
"8382",4,5,3,0,6,12,0.672,0.953,0.995,0.999,1,173
"8383",5,3,4,0,6,12,0.763,0.935,0.995,0.997,1,173
"8384",6,1,5,0,6,12,0.821,0.91,0.993,0.998,1,173
"8385",4,6,1,1,6,12,0.661,0.971,0.992,0.996,1,173
"8386",5,4,2,1,6,12,0.774,0.975,0.996,1,1,173
"8387",6,2,3,1,6,12,0.831,0.942,0.993,0.998,1,173
"8388",1,5,6,1,6,11,0.221,0.855,0.994,0.998,1,173
"8389",5,5,0,2,6,12,0.765,0.978,0.99,0.997,1,173
"8390",6,3,1,2,6,12,0.828,0.956,0.984,0.997,1,173
"8391",1,6,4,2,6,11,0.235,0.912,0.993,1,1,173
"8392",2,4,5,2,6,11,0.41,0.877,0.995,0.999,1,173
"8393",3,2,6,2,6,11,0.542,0.8,0.994,0.997,1,173
"8394",2,5,3,3,6,11,0.428,0.913,0.983,0.998,1,173
"8395",3,3,4,3,6,11,0.569,0.858,0.979,0.997,1,173
"8396",4,1,5,3,6,11,0.673,0.808,0.991,0.998,1,173
"8397",2,6,1,4,6,11,0.429,0.943,0.969,0.998,1,173
"8398",3,4,2,4,6,11,0.558,0.907,0.976,0.999,1,173
"8399",4,2,3,4,6,11,0.68,0.871,0.973,0.996,1,173
"8400",5,0,4,4,6,11,0.756,0.801,0.976,0.996,1,173
"8401",3,5,0,5,6,11,0.575,0.942,0.958,0.998,1,173
"8402",4,3,1,5,6,11,0.68,0.898,0.953,0.999,1,173
"8403",5,1,2,5,6,11,0.746,0.876,0.958,1,1,173
"8404",5,2,0,6,6,11,0.77,0.921,0.946,0.999,1,173
"8405",6,0,1,6,6,11,0.837,0.879,0.935,0.999,1,173
"8406",5,6,5,0,0,14,0.771,0.978,1,1,1,172
"8407",6,4,6,0,0,14,0.847,0.973,0.998,1,1,172
"8408",6,5,4,1,0,14,0.833,0.984,0.999,1,1,172
"8409",6,6,2,2,0,14,0.845,0.993,0.998,1,1,172
"8410",3,6,5,3,0,13,0.584,0.961,0.999,1,1,172
"8411",4,4,6,3,0,13,0.68,0.946,0.999,1,1,172
"8412",4,5,4,4,0,13,0.686,0.966,0.996,1,1,172
"8413",5,3,5,4,0,13,0.751,0.926,0.994,1,1,172
"8414",6,1,6,4,0,13,0.823,0.916,0.997,1,1,172
"8415",4,6,2,5,0,13,0.666,0.977,0.995,1,1,172
"8416",5,4,3,5,0,13,0.768,0.966,0.993,1,1,172
"8417",6,2,4,5,0,13,0.822,0.935,0.997,1,1,172
"8418",5,5,1,6,0,13,0.752,0.97,0.989,1,1,172
"8419",6,3,2,6,0,13,0.818,0.961,0.993,1,1,172
"8420",1,6,5,6,0,12,0.213,0.902,0.997,1,1,172
"8421",2,4,6,6,0,12,0.429,0.873,0.996,1,1,172
"8422",6,6,3,0,1,14,0.838,0.99,0.999,1,1,172
"8423",3,6,6,1,1,13,0.561,0.955,0.999,1,1,172
"8424",4,5,5,2,1,13,0.664,0.943,0.996,0.999,1,172
"8425",5,3,6,2,1,13,0.757,0.938,0.998,0.999,1,172
"8426",4,6,3,3,1,13,0.672,0.975,0.999,1,1,172
"8427",5,4,4,3,1,13,0.758,0.96,0.998,1,1,172
"8428",6,2,5,3,1,13,0.836,0.934,0.995,1,1,172
"8429",5,5,2,4,1,13,0.757,0.972,0.993,0.999,1,172
"8430",6,3,3,4,1,13,0.853,0.969,0.994,1,1,172
"8431",1,6,6,4,1,12,0.245,0.916,0.997,1,1,172
"8432",5,6,0,5,1,13,0.76,0.99,0.994,1,1,172
"8433",6,4,1,5,1,13,0.825,0.964,0.984,1,1,172
"8434",2,5,5,5,1,12,0.413,0.904,0.994,1,1,172
"8435",3,3,6,5,1,12,0.542,0.869,0.995,1,1,172
"8436",2,6,3,6,1,12,0.419,0.945,0.992,1,1,172
"8437",3,4,4,6,1,12,0.538,0.915,0.989,1,1,172
"8438",4,2,5,6,1,12,0.684,0.864,0.989,1,1,172
"8439",5,0,6,6,1,12,0.778,0.817,0.994,1,1,172
"8440",4,5,6,0,2,13,0.65,0.958,0.998,0.999,1,172
"8441",4,6,4,1,2,13,0.695,0.975,1,1,1,172
"8442",5,4,5,1,2,13,0.768,0.962,1,1,1,172
"8443",6,2,6,1,2,13,0.838,0.95,0.999,1,1,172
"8444",5,5,3,2,2,13,0.755,0.968,0.998,1,1,172
"8445",6,3,4,2,2,13,0.824,0.957,0.995,1,1,172
"8446",5,6,1,3,2,13,0.722,0.978,0.988,1,1,172
"8447",6,4,2,3,2,13,0.832,0.977,0.994,1,1,172
"8448",2,5,6,3,2,12,0.404,0.91,0.999,1,1,172
"8449",6,5,0,4,2,13,0.813,0.974,0.984,1,1,172
"8450",2,6,4,4,2,12,0.416,0.939,0.995,1,1,172
"8451",3,4,5,4,2,12,0.575,0.899,0.998,1,1,172
"8452",4,2,6,4,2,12,0.668,0.854,0.996,1,1,172
"8453",3,5,3,5,2,12,0.563,0.946,0.993,1,1,172
"8454",4,3,4,5,2,12,0.69,0.908,0.99,1,1,172
"8455",5,1,5,5,2,12,0.748,0.865,0.99,1,1,172
"8456",3,6,1,6,2,12,0.579,0.966,0.987,1,1,172
"8457",4,4,2,6,2,12,0.67,0.947,0.982,1,1,172
"8458",5,2,3,6,2,12,0.755,0.895,0.981,1,1,172
"8459",6,0,4,6,2,12,0.818,0.869,0.986,1,1,172
"8460",0,5,6,6,2,11,0,0.796,0.989,1,1,172
"8461",5,5,4,0,3,13,0.746,0.97,1,1,1,172
"8462",6,3,5,0,3,13,0.833,0.961,0.999,0.999,1,172
"8463",5,6,2,1,3,13,0.752,0.983,0.998,0.999,1,172
"8464",6,4,3,1,3,13,0.806,0.971,0.998,1,1,172
"8465",6,5,1,2,3,13,0.823,0.988,1,1,1,172
"8466",2,6,5,2,3,12,0.399,0.941,0.997,0.999,1,172
"8467",3,4,6,2,3,12,0.553,0.914,0.999,1,1,172
"8468",3,5,4,3,3,12,0.574,0.946,0.995,1,1,172
"8469",4,3,5,3,3,12,0.665,0.902,0.993,1,1,172
"8470",5,1,6,3,3,12,0.773,0.888,0.999,0.999,1,172
"8471",3,6,2,4,3,12,0.567,0.945,0.986,1,1,172
"8472",4,4,3,4,3,12,0.691,0.956,0.991,1,1,172
"8473",5,2,4,4,3,12,0.758,0.912,0.991,1,1,172
"8474",6,0,5,4,3,12,0.815,0.857,0.989,1,1,172
"8475",4,5,1,5,3,12,0.664,0.954,0.983,1,1,172
"8476",5,3,2,5,3,12,0.772,0.938,0.982,1,1,172
"8477",6,1,3,5,3,12,0.823,0.906,0.982,0.999,1,172
"8478",0,6,5,5,3,11,0,0.876,0.986,1,1,172
"8479",1,4,6,5,3,11,0.226,0.785,0.991,1,1,172
"8480",5,4,0,6,3,12,0.766,0.962,0.975,1,1,172
"8481",6,2,1,6,3,12,0.817,0.932,0.969,1,1,172
"8482",1,5,4,6,3,11,0.232,0.869,0.99,1,1,172
"8483",2,3,5,6,3,11,0.399,0.81,0.983,1,1,172
"8484",3,1,6,6,3,11,0.596,0.757,0.993,1,1,172
"8485",6,5,2,0,4,13,0.836,0.983,0.998,0.999,1,172
"8486",2,6,6,0,4,12,0.416,0.941,1,1,1,172
"8487",6,6,0,1,4,13,0.841,0.995,0.999,1,1,172
"8488",3,5,5,1,4,12,0.566,0.93,0.998,0.999,1,172
"8489",4,3,6,1,4,12,0.665,0.904,0.998,1,1,172
"8490",3,6,3,2,4,12,0.542,0.956,0.99,0.999,1,172
"8491",4,4,4,2,4,12,0.691,0.952,0.995,0.999,1,172
"8492",5,2,5,2,4,12,0.758,0.902,0.997,0.999,1,172
"8493",6,0,6,2,4,12,0.825,0.864,0.996,1,1,172
"8494",4,5,2,3,4,12,0.656,0.963,0.993,1,1,172
"8495",5,3,3,3,4,12,0.761,0.936,0.99,0.998,1,172
"8496",6,1,4,3,4,12,0.83,0.917,0.995,1,1,172
"8497",0,6,6,3,4,11,0,0.86,0.992,0.998,1,172
"8498",4,6,0,4,4,12,0.671,0.973,0.984,0.999,1,172
"8499",5,4,1,4,4,12,0.758,0.962,0.987,0.999,1,172
"8500",6,2,2,4,4,12,0.815,0.945,0.983,0.999,1,172
"8501",1,5,5,4,4,11,0.235,0.873,0.989,1,1,172
"8502",2,3,6,4,4,11,0.39,0.798,0.991,1,1,172
"8503",6,3,0,5,4,12,0.818,0.966,0.977,0.999,1,172
"8504",1,6,3,5,4,11,0.261,0.907,0.985,1,1,172
"8505",2,4,4,5,4,11,0.396,0.863,0.988,1,1,172
"8506",3,2,5,5,4,11,0.542,0.79,0.978,0.999,1,172
"8507",4,0,6,5,4,11,0.658,0.702,0.986,1,1,172
"8508",2,5,2,6,4,11,0.456,0.923,0.976,1,1,172
"8509",3,3,3,6,4,11,0.559,0.861,0.978,1,1,172
"8510",4,1,4,6,4,11,0.696,0.826,0.973,1,1,172
"8511",3,6,4,0,5,12,0.553,0.961,0.997,0.999,1,172
"8512",4,4,5,0,5,12,0.668,0.933,0.999,1,1,172
"8513",5,2,6,0,5,12,0.772,0.901,0.999,0.999,1,172
"8514",4,5,3,1,5,12,0.66,0.959,0.994,1,1,172
"8515",5,3,4,1,5,12,0.756,0.943,0.998,0.999,1,172
"8516",6,1,5,1,5,12,0.819,0.913,0.995,0.999,1,172
"8517",4,6,1,2,5,12,0.686,0.979,0.995,0.999,1,172
"8518",5,4,2,2,5,12,0.77,0.966,0.993,0.998,1,172
"8519",6,2,3,2,5,12,0.818,0.94,0.996,1,1,172
"8520",1,5,6,2,5,11,0.232,0.871,0.996,1,1,172
"8521",5,5,0,3,5,12,0.752,0.981,0.989,1,1,172
"8522",6,3,1,3,5,12,0.826,0.963,0.987,0.999,1,172
"8523",1,6,4,3,5,11,0.208,0.891,0.985,1,1,172
"8524",2,4,5,3,5,11,0.381,0.855,0.992,0.999,1,172
"8525",3,2,6,3,5,11,0.557,0.813,0.992,0.999,1,172
"8526",2,5,3,4,5,11,0.395,0.909,0.981,1,1,172
"8527",3,3,4,4,5,11,0.578,0.873,0.993,1,1,172
"8528",4,1,5,4,5,11,0.673,0.797,0.981,1,1,172
"8529",2,6,1,5,5,11,0.406,0.94,0.973,1,1,172
"8530",3,4,2,5,5,11,0.551,0.92,0.983,1,1,172
"8531",4,2,3,5,5,11,0.666,0.853,0.968,1,1,172
"8532",5,0,4,5,5,11,0.775,0.82,0.975,0.999,1,172
"8533",3,5,0,6,5,11,0.56,0.939,0.958,1,1,172
"8534",4,3,1,6,5,11,0.649,0.9,0.952,0.998,1,172
"8535",5,1,2,6,5,11,0.775,0.873,0.963,0.999,1,172
"8536",4,6,2,0,6,12,0.679,0.976,0.995,0.997,1,172
"8537",5,4,3,0,6,12,0.741,0.96,0.997,0.997,1,172
"8538",6,2,4,0,6,12,0.821,0.934,0.997,0.999,1,172
"8539",5,5,1,1,6,12,0.742,0.979,0.995,0.999,1,172
"8540",6,3,2,1,6,12,0.832,0.967,0.996,1,1,172
"8541",1,6,5,1,6,11,0.207,0.908,0.991,0.999,1,172
"8542",2,4,6,1,6,11,0.423,0.854,0.993,0.997,1,172
"8543",6,4,0,2,6,12,0.818,0.97,0.979,0.998,1,172
"8544",2,5,4,2,6,11,0.415,0.9,0.988,0.995,1,172
"8545",3,3,5,2,6,11,0.561,0.858,0.994,0.999,1,172
"8546",4,1,6,2,6,11,0.654,0.786,0.991,0.999,1,172
"8547",2,6,2,3,6,11,0.433,0.941,0.986,1,1,172
"8548",3,4,3,3,6,11,0.561,0.897,0.976,0.996,1,172
"8549",4,2,4,3,6,11,0.676,0.868,0.987,0.998,1,172
"8550",5,0,5,3,6,11,0.757,0.804,0.982,0.999,1,172
"8551",3,5,1,4,6,11,0.564,0.934,0.973,0.998,1,172
"8552",4,3,2,4,6,11,0.657,0.904,0.97,0.999,1,172
"8553",5,1,3,4,6,11,0.773,0.876,0.973,1,1,172
"8554",4,4,0,5,6,11,0.66,0.927,0.954,0.999,1,172
"8555",5,2,1,5,6,11,0.753,0.905,0.958,0.999,1,172
"8556",6,0,2,5,6,11,0.831,0.863,0.959,0.999,1,172
"8557",6,1,0,6,6,11,0.825,0.914,0.943,1,1,172
"8558",6,5,5,0,0,14,0.814,0.983,1,1,1,171
"8559",6,6,3,1,0,14,0.842,0.998,0.999,0.999,1,171
"8560",3,6,6,2,0,13,0.533,0.965,0.999,1,1,171
"8561",4,5,5,3,0,13,0.678,0.956,0.999,1,1,171
"8562",5,3,6,3,0,13,0.763,0.936,0.997,1,1,171
"8563",4,6,3,4,0,13,0.689,0.98,0.998,1,1,171
"8564",5,4,4,4,0,13,0.746,0.962,0.998,1,1,171
"8565",6,2,5,4,0,13,0.829,0.945,1,1,1,171
"8566",5,5,2,5,0,13,0.751,0.972,0.994,0.999,0.999,171
"8567",6,3,3,5,0,13,0.827,0.963,1,1,1,171
"8568",1,6,6,5,0,12,0.249,0.924,0.996,1,1,171
"8569",5,6,0,6,0,13,0.766,0.988,0.991,0.999,0.999,171
"8570",6,4,1,6,0,13,0.83,0.978,0.99,1,1,171
"8571",2,5,5,6,0,12,0.407,0.897,0.995,1,1,171
"8572",3,3,6,6,0,12,0.541,0.858,0.997,1,1,171
"8573",4,5,6,1,1,13,0.644,0.959,0.998,1,1,171
"8574",4,6,4,2,1,13,0.646,0.967,0.997,1,1,171
"8575",5,4,5,2,1,13,0.753,0.955,0.997,1,1,171
"8576",6,2,6,2,1,13,0.821,0.942,0.997,1,1,171
"8577",5,5,3,3,1,13,0.739,0.979,1,1,1,171
"8578",6,3,4,3,1,13,0.826,0.957,0.994,1,1,171
"8579",5,6,1,4,1,13,0.768,0.983,0.994,1,1,171
"8580",6,4,2,4,1,13,0.831,0.976,0.995,1,1,171
"8581",2,5,6,4,1,12,0.412,0.909,0.998,1,1,171
"8582",6,5,0,5,1,13,0.808,0.983,0.99,1,1,171
"8583",2,6,4,5,1,12,0.417,0.94,0.995,1,1,171
"8584",3,4,5,5,1,12,0.59,0.908,0.997,1,1,171
"8585",4,2,6,5,1,12,0.662,0.878,0.997,1,1,171
"8586",3,5,3,6,1,12,0.547,0.941,0.991,1,1,171
"8587",4,3,4,6,1,12,0.667,0.911,0.991,1,1,171
"8588",5,1,5,6,1,12,0.755,0.875,0.983,0.999,1,171
"8589",4,6,5,0,2,13,0.673,0.98,1,1,1,171
"8590",5,4,6,0,2,13,0.748,0.952,0.999,1,1,171
"8591",5,5,4,1,2,13,0.743,0.977,0.999,1,1,171
"8592",6,3,5,1,2,13,0.837,0.966,0.998,1,1,171
"8593",5,6,2,2,2,13,0.768,0.984,0.999,1,1,171
"8594",6,4,3,2,2,13,0.809,0.972,0.998,1,1,171
"8595",6,5,1,3,2,13,0.823,0.982,0.993,1,1,171
"8596",2,6,5,3,2,12,0.41,0.938,0.998,1,1,171
"8597",3,4,6,3,2,12,0.547,0.9,0.998,1,1,171
"8598",3,5,4,4,2,12,0.564,0.941,0.997,1,1,171
"8599",4,3,5,4,2,12,0.666,0.896,0.998,1,1,171
"8600",5,1,6,4,2,12,0.788,0.882,0.995,1,1,171
"8601",3,6,2,5,2,12,0.57,0.971,0.992,1,1,171
"8602",4,4,3,5,2,12,0.678,0.945,0.991,1,1,171
"8603",5,2,4,5,2,12,0.76,0.917,0.987,1,1,171
"8604",6,0,5,5,2,12,0.817,0.859,0.997,1,1,171
"8605",4,5,1,6,2,12,0.701,0.969,0.985,1,1,171
"8606",5,3,2,6,2,12,0.758,0.939,0.984,1,1,171
"8607",6,1,3,6,2,12,0.826,0.925,0.99,1,1,171
"8608",0,6,5,6,2,11,0,0.898,0.995,1,1,171
"8609",1,4,6,6,2,11,0.234,0.804,0.994,1,1,171
"8610",5,6,3,0,3,13,0.769,0.986,0.997,0.998,1,171
"8611",6,4,4,0,3,13,0.835,0.975,1,1,1,171
"8612",6,5,2,1,3,13,0.815,0.991,0.999,0.999,1,171
"8613",2,6,6,1,3,12,0.367,0.944,1,1,1,171
"8614",6,6,0,2,3,13,0.844,0.997,0.998,1,1,171
"8615",3,5,5,2,3,12,0.538,0.934,0.998,0.999,1,171
"8616",4,3,6,2,3,12,0.651,0.891,0.995,0.999,0.999,171
"8617",3,6,3,3,3,12,0.59,0.959,0.996,1,1,171
"8618",4,4,4,3,3,12,0.663,0.931,0.999,1,1,171
"8619",5,2,5,3,3,12,0.746,0.906,0.996,1,1,171
"8620",6,0,6,3,3,12,0.848,0.879,0.994,1,1,171
"8621",4,5,2,4,3,12,0.65,0.958,0.988,1,1,171
"8622",5,3,3,4,3,12,0.759,0.936,0.987,1,1,171
"8623",6,1,4,4,3,12,0.806,0.903,0.988,1,1,171
"8624",0,6,6,4,3,11,0,0.847,0.994,1,1,171
"8625",4,6,0,5,3,12,0.678,0.977,0.987,0.999,1,171
"8626",5,4,1,5,3,12,0.752,0.96,0.984,1,1,171
"8627",6,2,2,5,3,12,0.813,0.935,0.983,1,1,171
"8628",1,5,5,5,3,11,0.225,0.855,0.995,1,1,171
"8629",2,3,6,5,3,11,0.423,0.807,0.989,1,1,171
"8630",6,3,0,6,3,12,0.809,0.955,0.967,0.999,1,171
"8631",1,6,3,6,3,11,0.217,0.911,0.983,1,1,171
"8632",2,4,4,6,3,11,0.409,0.867,0.996,1,1,171
"8633",3,2,5,6,3,11,0.569,0.807,0.982,1,1,171
"8634",4,0,6,6,3,11,0.682,0.73,0.991,1,1,171
"8635",6,6,1,0,4,13,0.834,0.99,0.999,1,1,171
"8636",3,5,6,0,4,12,0.538,0.942,0.998,1,1,171
"8637",3,6,4,1,4,12,0.55,0.965,0.992,1,1,171
"8638",4,4,5,1,4,12,0.667,0.94,1,1,1,171
"8639",5,2,6,1,4,12,0.747,0.891,0.993,1,1,171
"8640",4,5,3,2,4,12,0.688,0.96,0.994,0.999,1,171
"8641",5,3,4,2,4,12,0.74,0.929,0.995,0.999,1,171
"8642",6,1,5,2,4,12,0.843,0.919,0.998,1,1,171
"8643",4,6,1,3,4,12,0.689,0.973,0.995,0.999,1,171
"8644",5,4,2,3,4,12,0.75,0.961,0.995,1,1,171
"8645",6,2,3,3,4,12,0.834,0.943,0.992,1,1,171
"8646",1,5,6,3,4,11,0.237,0.855,0.998,1,1,171
"8647",5,5,0,4,4,12,0.752,0.973,0.986,0.997,1,171
"8648",6,3,1,4,4,12,0.84,0.965,0.986,0.999,1,171
"8649",1,6,4,4,4,11,0.227,0.913,0.992,0.999,1,171
"8650",2,4,5,4,4,11,0.398,0.858,0.993,1,1,171
"8651",3,2,6,4,4,11,0.565,0.801,0.987,1,1,171
"8652",2,5,3,5,4,11,0.421,0.907,0.988,1,1,171
"8653",3,3,4,5,4,11,0.58,0.873,0.984,1,1,171
"8654",4,1,5,5,4,11,0.682,0.823,0.991,1,1,171
"8655",2,6,1,6,4,11,0.393,0.939,0.979,1,1,171
"8656",3,4,2,6,4,11,0.537,0.888,0.963,1,1,171
"8657",4,2,3,6,4,11,0.656,0.868,0.977,0.999,1,171
"8658",5,0,4,6,4,11,0.777,0.817,0.976,1,1,171
"8659",4,5,4,0,5,12,0.659,0.962,0.999,1,1,171
"8660",5,3,5,0,5,12,0.751,0.935,0.999,0.999,1,171
"8661",6,1,6,0,5,12,0.827,0.908,0.997,1,1,171
"8662",4,6,2,1,5,12,0.635,0.975,0.992,0.999,1,171
"8663",5,4,3,1,5,12,0.748,0.955,0.994,1,1,171
"8664",6,2,4,1,5,12,0.846,0.934,0.996,0.999,1,171
"8665",5,5,1,2,5,12,0.738,0.972,0.989,0.999,1,171
"8666",6,3,2,2,5,12,0.797,0.96,0.987,0.998,1,171
"8667",1,6,5,2,5,11,0.213,0.902,0.992,0.999,1,171
"8668",2,4,6,2,5,11,0.422,0.871,0.999,1,1,171
"8669",6,4,0,3,5,12,0.834,0.979,0.991,0.998,1,171
"8670",2,5,4,3,5,11,0.429,0.918,0.991,1,1,171
"8671",3,3,5,3,5,11,0.548,0.852,0.991,1,1,171
"8672",4,1,6,3,5,11,0.662,0.811,0.993,0.999,1,171
"8673",2,6,2,4,5,11,0.414,0.945,0.99,0.999,1,171
"8674",3,4,3,4,5,11,0.534,0.897,0.984,1,1,171
"8675",4,2,4,4,5,11,0.637,0.851,0.978,1,1,171
"8676",5,0,5,4,5,11,0.76,0.807,0.986,1,1,171
"8677",3,5,1,5,5,11,0.545,0.959,0.986,0.999,1,171
"8678",4,3,2,5,5,11,0.641,0.902,0.97,1,1,171
"8679",5,1,3,5,5,11,0.766,0.871,0.97,0.999,1,171
"8680",4,4,0,6,5,11,0.691,0.953,0.965,1,1,171
"8681",5,2,1,6,5,11,0.75,0.901,0.94,0.997,1,171
"8682",6,0,2,6,5,11,0.836,0.876,0.958,1,1,171
"8683",5,5,2,0,6,12,0.736,0.972,0.995,0.996,1,171
"8684",6,3,3,0,6,12,0.824,0.962,0.993,0.996,1,171
"8685",1,6,6,0,6,11,0.22,0.9,0.998,0.999,1,171
"8686",5,6,0,1,6,12,0.76,0.985,0.991,0.997,1,171
"8687",6,4,1,1,6,12,0.848,0.978,0.993,0.998,1,171
"8688",2,5,5,1,6,11,0.413,0.89,0.997,0.998,1,171
"8689",3,3,6,1,6,11,0.585,0.876,0.999,1,1,171
"8690",2,6,3,2,6,11,0.431,0.937,0.989,0.999,1,171
"8691",3,4,4,2,6,11,0.562,0.921,0.995,1,1,171
"8692",4,2,5,2,6,11,0.645,0.865,0.99,1,1,171
"8693",5,0,6,2,6,11,0.775,0.83,0.994,0.998,1,171
"8694",3,5,2,3,6,11,0.557,0.937,0.977,1,1,171
"8695",4,3,3,3,6,11,0.661,0.905,0.988,0.998,1,171
"8696",5,1,4,3,6,11,0.741,0.854,0.988,0.998,1,171
"8697",3,6,0,4,6,11,0.565,0.963,0.976,0.999,1,171
"8698",4,4,1,4,6,11,0.657,0.942,0.971,0.998,1,171
"8699",5,2,2,4,6,11,0.746,0.911,0.975,1,1,171
"8700",6,0,3,4,6,11,0.816,0.866,0.966,0.999,1,171
"8701",5,3,0,5,6,11,0.77,0.951,0.963,1,1,171
"8702",6,1,1,5,6,11,0.826,0.908,0.967,0.998,1,171
"8703",6,6,4,0,0,14,0.812,0.994,1,1,1,170
"8704",4,5,6,2,0,13,0.646,0.953,1,1,1,170
"8705",4,6,4,3,0,13,0.708,0.984,0.996,1,1,170
"8706",5,4,5,3,0,13,0.752,0.975,0.999,1,1,170
"8707",6,2,6,3,0,13,0.796,0.936,0.999,1,1,170
"8708",5,5,3,4,0,13,0.748,0.971,0.994,1,1,170
"8709",6,3,4,4,0,13,0.829,0.959,0.996,1,1,170
"8710",5,6,1,5,0,13,0.727,0.98,0.993,1,1,170
"8711",6,4,2,5,0,13,0.83,0.974,0.996,1,1,170
"8712",2,5,6,5,0,12,0.435,0.912,0.998,1,1,170
"8713",6,5,0,6,0,13,0.816,0.985,0.993,1,1,170
"8714",2,6,4,6,0,12,0.409,0.943,0.996,1,1,170
"8715",3,4,5,6,0,12,0.566,0.907,0.991,1,1,170
"8716",4,2,6,6,0,12,0.666,0.87,0.997,1,1,170
"8717",4,6,5,1,1,13,0.678,0.978,0.999,0.999,1,170
"8718",5,4,6,1,1,13,0.782,0.954,1,1,1,170
"8719",5,5,4,2,1,13,0.77,0.979,1,1,1,170
"8720",6,3,5,2,1,13,0.83,0.956,0.997,1,1,170
"8721",5,6,2,3,1,13,0.786,0.979,0.997,1,1,170
"8722",6,4,3,3,1,13,0.828,0.977,0.996,1,1,170
"8723",6,5,1,4,1,13,0.844,0.989,0.998,1,1,170
"8724",2,6,5,4,1,12,0.395,0.935,0.999,1,1,170
"8725",3,4,6,4,1,12,0.538,0.913,0.996,1,1,170
"8726",3,5,4,5,1,12,0.543,0.928,0.996,1,1,170
"8727",4,3,5,5,1,12,0.693,0.916,0.997,0.999,0.999,170
"8728",5,1,6,5,1,12,0.742,0.857,0.995,1,1,170
"8729",3,6,2,6,1,12,0.566,0.955,0.989,1,1,170
"8730",4,4,3,6,1,12,0.66,0.942,0.992,1,1,170
"8731",5,2,4,6,1,12,0.761,0.898,0.991,1,1,170
"8732",6,0,5,6,1,12,0.817,0.853,0.993,1,1,170
"8733",5,5,5,0,2,13,0.77,0.975,0.999,0.999,1,170
"8734",6,3,6,0,2,13,0.839,0.965,1,1,1,170
"8735",5,6,3,1,2,13,0.761,0.984,0.999,0.999,1,170
"8736",6,4,4,1,2,13,0.838,0.984,0.999,1,1,170
"8737",6,5,2,2,2,13,0.837,0.993,0.997,1,1,170
"8738",2,6,6,2,2,12,0.416,0.926,0.997,1,1,170
"8739",6,6,0,3,2,13,0.83,0.988,0.994,1,1,170
"8740",3,5,5,3,2,12,0.567,0.948,0.996,1,1,170
"8741",4,3,6,3,2,12,0.672,0.898,0.996,1,1,170
"8742",3,6,3,4,2,12,0.58,0.96,0.996,1,1,170
"8743",4,4,4,4,2,12,0.687,0.938,0.994,1,1,170
"8744",5,2,5,4,2,12,0.759,0.911,0.995,1,1,170
"8745",6,0,6,4,2,12,0.803,0.84,0.998,1,1,170
"8746",4,5,2,5,2,12,0.66,0.965,0.991,1,1,170
"8747",5,3,3,5,2,12,0.768,0.944,0.993,1,1,170
"8748",6,1,4,5,2,12,0.819,0.907,0.99,1,1,170
"8749",0,6,6,5,2,11,0,0.842,0.996,1,1,170
"8750",4,6,0,6,2,12,0.678,0.976,0.985,1,1,170
"8751",5,4,1,6,2,12,0.778,0.97,0.99,1,1,170
"8752",6,2,2,6,2,12,0.85,0.949,0.99,1,1,170
"8753",1,5,5,6,2,11,0.228,0.859,0.991,1,1,170
"8754",2,3,6,6,2,11,0.422,0.792,0.994,1,1,170
"8755",6,5,3,0,3,13,0.825,0.989,0.999,1,1,170
"8756",6,6,1,1,3,13,0.823,0.991,0.998,1,1,170
"8757",3,5,6,1,3,12,0.581,0.942,0.997,1,1,170
"8758",3,6,4,2,3,12,0.54,0.953,0.999,0.999,1,170
"8759",4,4,5,2,3,12,0.667,0.932,0.998,1,1,170
"8760",5,2,6,2,3,12,0.743,0.912,0.999,1,1,170
"8761",4,5,3,3,3,12,0.669,0.961,0.998,1,1,170
"8762",5,3,4,3,3,12,0.755,0.942,0.996,1,1,170
"8763",6,1,5,3,3,12,0.846,0.915,0.996,1,1,170
"8764",4,6,1,4,3,12,0.662,0.961,0.987,1,1,170
"8765",5,4,2,4,3,12,0.746,0.957,0.989,1,1,170
"8766",6,2,3,4,3,12,0.812,0.942,0.993,1,1,170
"8767",1,5,6,4,3,11,0.221,0.854,0.996,1,1,170
"8768",5,5,0,5,3,12,0.723,0.972,0.982,1,1,170
"8769",6,3,1,5,3,12,0.833,0.964,0.985,1,1,170
"8770",1,6,4,5,3,11,0.237,0.916,0.993,1,1,170
"8771",2,4,5,5,3,11,0.412,0.865,0.993,1,1,170
"8772",3,2,6,5,3,11,0.566,0.803,0.987,1,1,170
"8773",2,5,3,6,3,11,0.419,0.917,0.986,1,1,170
"8774",3,3,4,6,3,11,0.54,0.868,0.987,1,1,170
"8775",4,1,5,6,3,11,0.669,0.794,0.981,1,1,170
"8776",3,6,5,0,4,12,0.557,0.948,0.998,0.998,1,170
"8777",4,4,6,0,4,12,0.696,0.943,1,1,1,170
"8778",4,5,4,1,4,12,0.663,0.958,1,1,1,170
"8779",5,3,5,1,4,12,0.772,0.942,0.996,1,1,170
"8780",6,1,6,1,4,12,0.838,0.911,0.995,0.999,1,170
"8781",4,6,2,2,4,12,0.675,0.971,0.994,0.999,1,170
"8782",5,4,3,2,4,12,0.753,0.966,0.996,0.999,1,170
